,movie_id,title,is_drama,is_comedy,is_action,is_thriller,is_romance,is_horror,is_adventure,is_scifi,is_childrens,is_crime,is_war,is_documentary,is_musical,is_mystery,is_animation,is_fantasy,is_western,is_filmnoir,year
1072,1072,Dirty Dancing,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1987
1073,1073,Reservoir Dogs,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1992
1074,1074,Platoon,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1986
1075,1075,Weekend at Bernie's,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
1076,1076,Basic Instinct,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1992
1077,1077,"Doors, The",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991
1078,1078,"Crying Game, The",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1992
1079,1079,Glengarry Glen Ross,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
1080,1080,Sophie's Choice,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
1081,1081,E.T. the Extra-Terrestrial,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1982
1082,1082,"Search for One-eye Jimmy, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1083,1083,"Christmas Carol, A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938
1084,1084,Days of Thunder,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
1085,1085,Top Gun,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
1086,1086,American Strays,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1087,1087,Rebel Without a Cause,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955
1088,1088,"Streetcar Named Desire, A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951
1089,1089,Children of the Corn IV: The Gathering,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996
1090,1090,"Leopard Son, The",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996
1091,1091,Loser,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
1092,1092,Prerokbe Ognja,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1995
1093,1093,Charm's Incidents,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1094,1094,Bird of Prey,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1095,1095,Microcosmos,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996
1096,1096,Palookaville,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1097,1097,"Associate, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1098,1098,"Funeral, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1099,1099,Sleepover,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1100,1100,"Single Girl, A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1101,1101,"Eighth Day, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1102,1102,Tashunga,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995
1103,1103,Drunks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
1104,1104,"People vs. Larry Flynt, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1105,1105,Glory Daze,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1106,1106,Plutonium Circus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1995
1107,1107,"Perfect Candidate, A",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996
1108,1108,On Golden Pond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
1109,1109,"Return of the Pink Panther, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
1110,1110,Drop Dead Fred,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991
1111,1111,"Abyss, The",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1989
1112,1112,"Fog, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1980
1113,1113,Escape from New York,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1981
1114,1114,"Howling, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1980
1115,1115,Jean de Florette,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
1116,1116,Manon of the Spring,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
1117,1117,Talking About Sex,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
1118,1118,Johnny 100 Pesos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
1119,1119,Private Benjamin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
1120,1120,Monty Python and the Holy Grail,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
1121,1121,Hustler White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1122,1122,Dadetown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1995
1123,1123,Everything Relative,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1124,1124,Entertaining Angels: The Dorothy Day Story,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1125,1125,Hoogste tijd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1126,1126,Get Over It,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1127,1127,Three Lives and Only One Death,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1128,1128,"Line King: Al Hirschfeld, The",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996
1129,1129,Snowriders,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996
1130,1130,Curtis's Charm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1131,1131,When We Were Kings,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996
1132,1132,"Wrong Trousers, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993
1133,1133,JLG/JLG - autoportrait de dÃ©cembre,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1994
1134,1134,"Return of Martin Guerre, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
1135,1135,Faust,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994
1136,1136,He Walked by Night,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1948
1137,1137,Raw Deal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1948
1138,1138,T-Men,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1947
1139,1139,"Invitation, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
1140,1140,"Children Are Watching us, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942
1141,1141,"Symphonie pastorale, La",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946
1142,1142,Here Comes Cookie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935
1143,1143,Love in Bloom,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1935
1144,1144,Six of a Kind,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934
1145,1145,"Tin Drum, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
1146,1146,"Ruling Class, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972
1147,1147,Mina Tannenbaum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
1148,1148,Two or Three Things I Know About Her,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966
1149,1149,"Bloody Child, The",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1150,1150,Farmer & Chase,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1151,1151,Dear God,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1152,1152,Bad Moon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996
1153,1153,American Dream,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990
1154,1154,Best of the Best 3: No Turning Back,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1155,1155,Bob Roberts,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
1156,1156,Cinema Paradiso,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
1157,1157,"Cook the Thief His Wife & Her Lover, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
1158,1158,Grosse Fatigue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
1159,1159,Delicatessen,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1991
1160,1160,"Double Life of Veronique, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
1161,1161,Enchanted April,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
1162,1162,Paths of Glory,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1957
1163,1163,"Grifters, The",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1990
1164,1164,Hear My Song,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
1165,1165,"Shooter, The",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1166,1166,"English Patient, The",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1996
1167,1167,Mediterraneo,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1991
1168,1168,My Left Foot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
1169,1169,"Sex, Lies, and Videotape",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
1170,1170,Passion Fish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
1171,1171,Strictly Ballroom,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
1172,1172,"Thin Blue Line, The",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1988
1173,1173,Tie Me Up! Tie Me Down!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
1174,1174,Madonna: Truth or Dare,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1991
1175,1175,Paris Is Burning,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990
1176,1176,One Flew Over the Cuckoo's Nest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
1177,1177,Up in Smoke,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
1178,1178,Star Wars: Episode V - The Empire Strikes Back,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1980
1179,1179,"Princess Bride, The",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1987
1180,1180,Raiders of the Lost Ark,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1981
1181,1181,Brazil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1985
1182,1182,Aliens,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1986
1183,1183,"Good, The Bad and The Ugly, The",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1966
1184,1184,Withnail and I,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
1185,1185,12 Angry Men,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957
1186,1186,Lawrence of Arabia,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1962
1187,1187,"Transformers: The Movie, The",0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1986
1188,1188,"Clockwork Orange, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1971
1189,1189,To Kill a Mockingbird,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962
1190,1190,Apocalypse Now,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1979
1191,1191,Once Upon a Time in the West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1969
1192,1192,Star Wars: Episode VI - Return of the Jedi,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1983
1193,1193,Wings of Desire,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
1194,1194,"Third Man, The",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1949
1195,1195,GoodFellas,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990
1196,1196,Alien,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1979
1197,1197,Army of Darkness,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1993
1198,1198,"Big Blue, The",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1988
1199,1199,Ran,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1985
1200,1200,"Killer, The",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
1201,1201,Psycho,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1960
1202,1202,"Blues Brothers, The",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1980
1203,1203,"Godfather: Part II, The",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1974
1204,1204,Full Metal Jacket,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1987
1205,1205,"Grand Day Out, A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1992
1206,1206,Henry V,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1989
1207,1207,Amadeus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
1208,1208,"Quiet Man, The",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1952
1209,1209,Once Upon a Time in America,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1984
1210,1210,Raging Bull,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
1211,1211,Annie Hall,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1977
1212,1212,"Right Stuff, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
1213,1213,Stalker,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1979
1214,1214,"Boat, The",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1981
1215,1215,"Sting, The",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1973
1216,1216,Harold and Maude,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971
1217,1217,Trust,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
1218,1218,"Seventh Seal, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957
1219,1219,Local Hero,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
1220,1220,"Terminator, The",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1984
1221,1221,Braindead,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1992
1222,1222,Glory,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1989
1223,1223,Rosencrantz and Guildenstern Are Dead,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
1224,1224,Manhattan,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
1225,1225,Miller's Crossing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
1226,1226,Dead Poets Society,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
1227,1227,"Graduate, The",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1967
1228,1228,Touch of Evil,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1958
1229,1229,Nikita,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
1230,1230,"Bridge on the River Kwai, The",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1957
1231,1231,8 1/2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963
1232,1232,Chinatown,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1974
1233,1233,"Day the Earth Stood Still, The",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1951
1234,1234,"Treasure of the Sierra Madre, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1948
1235,1235,Bad Taste,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1987
1236,1236,Duck Soup,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1933
1237,1237,Better Off Dead...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
1238,1238,"Shining, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1980
1239,1239,Stand by Me,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1986
1240,1240,M,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1931
1241,1241,Evil Dead II,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1987
1242,1242,"Great Escape, The",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1963
1243,1243,"Deer Hunter, The",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1978
1244,1244,Diva,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1981
1245,1245,Groundhog Day,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
1246,1246,Unforgiven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1992
1247,1247,"Manchurian Candidate, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1962
1248,1248,Pump Up the Volume,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
1249,1249,Arsenic and Old Lace,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1944
1250,1250,Back to the Future,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1985
1251,1251,Fried Green Tomatoes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
1252,1252,Patton,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1970
1253,1253,Down by Law,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
1254,1254,Akira,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1988
1255,1255,Highlander,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1986
1256,1256,Cool Hand Luke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967
1257,1257,Cyrano de Bergerac,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
1258,1258,Young Frankenstein,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1974
1259,1259,Night on Earth,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
1260,1260,Raise the Red Lantern,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
1261,1261,"Great Dictator, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940
1262,1262,Fantasia,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1940
1263,1263,High Noon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1952
1264,1264,"Big Sleep, The",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1946
1265,1265,Heathers,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
1266,1266,Somewhere in Time,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
1267,1267,Ben-Hur,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1959
1268,1268,This Is Spinal Tap,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1984
1269,1269,Koyaanisqatsi,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1983
1270,1270,Some Kind of Wonderful,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
1271,1271,Indiana Jones and the Last Crusade,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1989
1272,1272,Being There,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979
1273,1273,Gandhi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
1274,1274,M*A*S*H,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1970
1275,1275,"Unbearable Lightness of Being, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
1276,1276,"Room with a View, A",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
1277,1277,Real Genius,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
1278,1278,Pink Floyd - The Wall,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1982
1279,1279,"Killing Fields, The",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1984
1280,1280,My Life as a Dog,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
1281,1281,Forbidden Planet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1956
1282,1282,Field of Dreams,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
1283,1283,"Man Who Would Be King, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1975
1284,1284,Butch Cassidy and the Sundance Kid,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1969
1285,1285,"Paris, Texas",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
1286,1286,Until the End of the World,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1991
1287,1287,When Harry Met Sally...,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
1288,1288,I Shot a Man in Vegas,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1289,1289,Parallel Sons,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1290,1290,Hype!,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996
1291,1291,Santa with Muscles,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1292,1292,Female Perversions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1293,1293,Mad Dog Time,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1996
1294,1294,Breathing Room,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1295,1295,Paris Was a Woman,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1995
1296,1296,Anna,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1297,1297,I'm Not Rappaport,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
1298,1298,Blue Juice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1299,1299,Kids of Survival,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1993
1300,1300,AlienÂ³,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1992
1301,1301,"American Werewolf in London, An",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1981
1302,1302,Amityville 1992: It's About Time,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1992
1303,1303,Amityville 3-D,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1983
1304,1304,Amityville: Dollhouse,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1996
1305,1305,Amityville: A New Generation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1993
1306,1306,Amityville II: The Possession,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1982
1307,1307,"Amityville Horror, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1979
1308,1308,"Amityville Curse, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1990
1309,1309,Blood For Dracula,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1974
1310,1310,April Fool's Day,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1986
1311,1311,Audrey Rose,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1977
1312,1312,"Believers, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1987
1313,1313,"Birds, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1963
1314,1314,"Blob, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1958
1315,1315,Blood Beach,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1981
1316,1316,Body Parts,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1991
1317,1317,"Body Snatcher, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1945
1318,1318,Bram Stoker's Dracula,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1992
1319,1319,Bride of Frankenstein,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1935
1320,1320,Burnt Offerings,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1976
1321,1321,Candyman,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1992
1322,1322,Cape Fear,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
1323,1323,Cape Fear,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1962
1324,1324,Carrie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1976
1325,1325,Cat People,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1982
1326,1326,"Nightmare on Elm Street, A",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1984
1327,1327,Nosferatu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1922
